Site ID,Program Code,Program Name,Address 1,Address 2,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
,10XAON,BRENDA'S PLAYSCHOOL,3930 Bailey Avenue,"Bronx, NY 10463",NYCEEC,10,1899-12-31T08:30:00.000,Full day,true,true,Contact program directly for details,Outdoor (offsite) playspace,,,100%,100%,99%,100%,10,100%,2016-17 School Year,7.0,4,7.0,4,3.7,3,2015-16 School Year,4.1,3,6.3,4,6.2,4,4.1,3,2.5,3,2.5,1,4.8,3,N/A,
,10XAOR,Kingsbridge Montessori School,2500 Jerome Avenue,"Bronx, NY 10468",NYCEEC,36,N/A,Full day,true,true,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,97%,100%,6,21%,2016-17 School Year,6.7,4,6.5,4,2.5,2,2014-15 School Year,3.3,2,3.8,3,4.8,3,3.2,2,1.5,2,3.8,3,3.3,2,N/A,
,10XAOS,Riverdale Montessori School,5705 Mosholu Avenue,"Bronx, NY 10471",NYCEEC,37,N/A,Full day,false,false,Lunch/Snack(s),Outdoor (onsite) playspace,,,93%,59%,82%,86%,9,36%,2014-15 School Year,6.5,4,5.7,3,4.2,3,2016-17 School Year,4.1,3,6.3,4,6.2,4,3.6,3,1.8,2,4.4,3,3.8,3,N/A,
,10XAOT,Kingsbridge Heights Community Center,3101 Kingsbridge Terrace,"Bronx, NY 10463",NYCEEC,37,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,96%,95%,98%,32,97%,2015-16 School Year,6.4,4,6.3,4,3.1,2,2016-17 School Year,3.8,3,4.8,3,5.2,4,4,3,2.8,3,3,2,3.8,3,N/A,
,10XAOU,MARBLE HILL NURSERY SCHOOL,5470 Broadway,"Bronx, NY 10463",NYCEEC,40,1899-12-31T09:00:00.000,Full day,true,true,Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,99%,100%,20,53%,2015-16 School Year,6.8,4,6.7,4,3.8,3,2016-17 School Year,4.4,3,6.3,4,5.8,4,4.4,3,3.5,3,4,3,2.7,1,N/A,
,09XAOV,MARC Academy and Family Center,2105 Jerome Avenue,"Bronx, NY 10453",NYCEEC,36,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,100%,98%,99%,19,73%,2015-16 School Year,6.6,4,6.7,4,3.8,3,2016-17 School Year,3.1,2,3,2,4.6,3,3,2,2.7,3,3.1,2,2.3,1,N/A,
,10XAOW,Mosholu Montefiore Community Center - NORTHSIDE ANNEX,3512 Dekalb Avenue,"Bronx, NY 10467",NYCEEC,71,1899-12-31T08:30:00.000,Both half day and full day,false,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,96%,100%,33,46%,2016-17 School Year,6.7,4,6.2,4,2.4,2,2015-16 School Year,4.7,3,4.5,3,5.2,4,4.9,3,3,3,5,4,5,4,N/A,
,10XAOX,Child Development Center of Mosholu Montefiore CC,3450 DeKalb Avenue,"Bronx, NY 10467",NYCEEC,86,8:30 a.m,Half day,false,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,97%,95%,96%,51,67%,2015-16 School Year,6.1,4,5.9,3,3.6,3,2014-15 School Year,4.3,3,5.5,4,6.4,4,3.6,3,3,3,4.8,3,2.7,1,N/A,
,10XAPA,"RIVERDALE NEIGHBORHOOD HOUSE, INC.",5521 Mosholu Avenue,"Bronx, NY 10471",NYCEEC,72,1899-12-31T08:00:00.000,Full day,false,true,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,97%,92%,93%,95%,21,29%,2014-15 School Year,6.5,4,6.2,4,3,2,2015-16 School Year,4.1,3,5,4,5.2,4,4.6,3,2.2,2,3.8,3,4.5,3,N/A,
,10XAPB,Riverdale Presbytarian Church and Nursery School,4765 Henry Hudson Parkway West,"Bronx, NY 10471",NYCEEC,14,1899-12-31T09:00:00.000,Full day,true,true,Lunch/Snack(s),Please contact site for more information,,,92%,88%,94%,98%,8,80%,2014-15 School Year,6.6,4,6.0,4,4.9,3,2015-16 School Year,4.7,3,6,4,5.8,4,4.4,3,2.6,3,4.3,3,7,4,N/A,
,10XAPC,RIVERDALE TEMPLE NURSERY SCHOOL,4545 Independence Avenue,"Bronx, NY 10471",NYCEEC,44,1899-12-31T08:45:00.000,Full day,true,false,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,96%,100%,94%,99%,16,36%,2015-16 School Year,6.3,4,5.8,3,2,2,2014-15 School Year,3.3,2,3.8,3,3,2,3.4,3,2.4,3,3.4,3,3.8,3,N/A,
,10XAPD,Riverdale Y Early Childhood Program,5625 Arlington Avenue,"Bronx, NY 10471",NYCEEC,35,1899-12-31T08:45:00.000,Full day,true,true,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,98%,84%,88%,87%,22,67%,2016-17 School Year,6.6,4,6.0,4,2.6,2,2015-16 School Year,5,4,6.8,4,6.8,4,4.7,3,2.8,3,4.5,3,5.8,4,N/A,
,10XAPE,SPUYTEN DUYVIL PRESCHOOL,3041 Kingsbridge Avenue,"Bronx, NY 10463",NYCEEC,40,1899-12-31T08:40:00.000,Full day,true,true,Lunch/Snack(s),Outdoor (onsite) playspace,,,98%,97%,95%,97%,36,92%,2015-16 School Year,6.1,4,6.1,4,3.6,3,2014-15 School Year,4.3,3,4.5,3,6.4,4,4.6,3,3,3,4.3,3,2.5,1,N/A,
,10XAPH,Round the Clock Nursery,2380 Marion Avenue,"Bronx, NY 10458",NYCEEC,59,N/A,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,98%,91%,91%,95%,15,27%,2014-15 School Year,6.1,4,5.8,3,3.7,3,2016-17 School Year,5,4,5.8,4,6.2,4,5.6,4,3,3,4.1,3,6.3,4,N/A,
,10XAPI,Saint Dominic’s TORCH,2340 Andrews Avenue,"Bronx, NY 10468",NYCEEC,28,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,,100%,100%,95%,100%,11,50%,2015-16 School Year,6.1,4,5.7,3,2.9,2,2014-15 School Year,4.2,3,5.5,4,6,4,4.3,3,2.2,2,3.5,3,4.8,3,N/A,
,10XAPK,Salvation Army - Tremont,2121 Washington Avenue,"Bronx, NY 10457",NYCEEC,11,1899-12-31T09:00:00.000,Full day,true,true,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2014-15 School Year,7.0,4,6.8,4,3.3,3,2016-17 School Year,4.8,3,5.8,4,5.8,4,4.7,3,3.2,3,4.1,3,6.5,4,N/A,
,10XAPN,1199 Future of America Learning Center,2500 Creston Avenue,"Bronx, NY 10468",NYCEEC,60,1899-12-31T09:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,97%,96%,96%,97%,35,59%,2014-15 School Year,6.7,4,6.1,4,3.7,3,2016-17 School Year,5.3,4,7,4,6.6,4,5.2,4,4.7,4,4.6,3,4.7,3,N/A,
,11XAPP,BRONX HOUSE 1,990 Pelham Parkway South,"Bronx, NY 10461",NYCEEC,87,1899-12-31T08:30:00.000,Full day,true,true,Lunch/Snack(s),Indoor,,,100%,95%,93%,99%,22,26%,2014-15 School Year,5.8,3,5.6,3,3.3,3,2016-17 School Year,4.5,3,5.5,4,6.2,4,5.2,4,2.5,3,3.8,3,3.7,3,N/A,
,11XAPQ,BRONX HOUSE 2,2222 Wallace Avenue,"Bronx, NY 10467",NYCEEC,67,1899-12-31T08:30:00.000,Full day,false,false,Lunch/Snack(s),Outdoor (onsite) playspace,,,98%,94%,94%,100%,19,31%,2014-15 School Year,6.0,4,5.8,3,3.9,3,2016-17 School Year,4.7,3,4.8,3,6.8,4,5.1,4,3.2,3,3.4,3,6,4,N/A,
,11XAPT,"Little Stars School, Inc.",4063 Edson Avenue,"Bronx, NY 10466",NYCEEC,37,1899-12-31T09:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,87%,40%,88%,86%,5,24%,2015-16 School Year,6.8,4,6.6,4,4.1,3,2016-17 School Year,5.6,4,6,4,6.4,4,6.2,4,4.8,4,4,3,7,4,N/A,
,11XAPU,North Bronx NCNW CDC,4035 White Plains Road,"Bronx, NY 10466",NYCEEC,68,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,93%,98%,7,13%,2016-17 School Year,6.4,4,6.5,4,2.3,2,2014-15 School Year,2.9,1,2.8,1,3.6,3,3.3,2,2.2,2,2.8,1,2.3,1,N/A,
,11XAPV,Rainbow Rhymes Learning Center,4041 Bruner Avenue,"Bronx, NY 10466",NYCEEC,16,N/A,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.9,4,6.3,4,1.8,1,2015-16 School Year,2.7,1,3.5,3,2.8,1,2.3,1,2,2,3.6,3,1.7,1,N/A,
,11XAPW,United Educare Preschool,3950 Bronxwood Avenue,"Bronx, NY 10466",NYCEEC,36,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Outdoor (offsite) playspace,,,91%,93%,86%,98%,8,23%,2016-17 School Year,6.4,4,6.3,4,3.3,3,2015-16 School Year,3.7,3,4.5,3,4.6,3,3.7,3,2.6,3,3.1,2,4.7,3,N/A,
,11XAPX,Williamsbridge NAACP Early Childhood Education Center,670 East 219th Street,"Bronx, NY 10467",NYCEEC,54,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,100%,99%,100%,100%,22,43%,2015-16 School Year,7.0,4,6.9,4,4,3,2014-15 School Year,4.1,3,5.3,4,5.4,4,4.2,3,2.5,3,4.3,3,3.3,2,N/A,
,11XAPY,Susan Wagner Day Care,1140 East 229th Street,"Bronx, NY 10466",NYCEEC,50,8:00 a.m,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,99%,93%,95%,97%,30,75%,2014-15 School Year,5.8,3,5.9,3,4.2,3,2016-17 School Year,3.3,2,3.5,3,3.4,3,4.4,3,2.7,3,3,2,1.7,1,N/A,
,12XAPZ,Saint Anthony I,1750 Mansion Street,"Bronx, NY 10460",NYCEEC,54,1899-12-31T08:30:00.000,Both half day and full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,95%,94%,95%,95%,25,49%,2014-15 School Year,6.5,4,6.2,4,5.3,4,2016-17 School Year,4.3,3,5.5,4,5.2,4,4.4,3,3.2,3,3.8,3,4.3,3,N/A,
,12XAQA,Tremont Crotona,1600 Crotona Park East,"Bronx, NY 10460",NYCEEC,30,8:00 a.m,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,100%,100%,88%,95%,6,27%,2014-15 School Year,4.9,2,5.1,3,3.4,3,2016-17 School Year,4.2,3,4.8,3,5.2,4,5.1,4,2.8,3,3.6,3,3,2,N/A,
,11XAQK,Saints Philip & James School,1160 East 213 Street,"Bronx, NY 10469",NYCEEC,46,N/A,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,89%,88%,96%,10,27%,2015-16 School Year,6.3,4,6.1,4,3.1,2,2016-17 School Year,4.9,3,5.5,4,4.2,3,5.6,4,3,3,5,4,7,4,N/A,
,11XAQL,Corry Academy,4321 Barnes Avenue,"Bronx, NY 10466",NYCEEC,62,7:45 a.m,Full day,false,false,Contact program directly for details,Please contact site for more information,,,100%,92%,91%,93%,8,17%,2015-16 School Year,6.8,4,6.6,4,3.8,3,2016-17 School Year,4.3,3,4.8,3,5.2,4,5.7,4,1.8,2,3.8,3,4.3,3,N/A,
,10XAQS,Happy Days at Riverdale,2975 Independence Avenue,"Bronx, NY 10463",NYCEEC,17,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,97%,95%,95%,99%,12,71%,2015-16 School Year,5.7,3,5.7,3,2.3,2,2016-17 School Year,3.9,3,5.3,4,3.8,3,5.2,4,1.8,2,3.6,3,3.5,3,N/A,
,11XAQY,Susan Wagner Victory,3440 White Plains Road,"Bronx, NY 10467",NYCEEC,31,1899-12-31T09:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,93%,99%,95%,99%,16,76%,2015-16 School Year,6.1,4,5.5,3,2.8,2,2014-15 School Year,3.2,2,4.8,3,4.2,3,2.4,1,2.8,3,3.3,2,2.5,1,N/A,
,09XAQZ,Mid Bronx CCRP ECC 1,1125 Grand Concourse,"Bronx, NY 10452",NYCEEC,112,Contact program,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,96%,90%,91%,93%,66,62%,2014-15 School Year,5.2,3,5.2,3,2.8,2,2016-17 School Year,3.5,3,4.3,3,3.6,3,3.6,3,2.7,3,4.1,3,2.5,1,N/A,
,07XARA,"H.C.C. CHILDREN'S CENTER, INC.",475 Grand Concourse,"Bronx, NY 10451",NYCEEC,16,9:00 a.m,Half day,true,true,Breakfast/Lunch,Outdoor (onsite) playspace,,,100%,100%,96%,100%,10,59%,2015-16 School Year,6.7,4,7.0,4,4.4,3,2014-15 School Year,4.6,3,6.8,4,6.8,4,4.6,3,3,3,3.3,2,4.8,3,N/A,
,09XARC,Fulton (Center #4),1717 Fulton Avenue,"Bronx, NY 10457",NYCEEC,40,8:30 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,100%,100%,100%,28,93%,2015-16 School Year,6.3,4,6.0,4,1.9,1,2014-15 School Year,3.9,3,6,4,5.4,4,2.9,1,2.7,3,4,3,4,3,N/A,
,09XARD,BRONX EARLY LEARNING CENTER,1887 Bathgate Avenue,"Bronx, NY 10457",NYCEEC,13,1899-12-31T08:40:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,94%,100%,5,63%,2015-16 School Year,6.1,4,6.0,4,3.3,3,2014-15 School Year,4.2,3,4.8,3,6.2,4,3.9,3,3.2,3,3.9,3,4,3,N/A,
,08XARH,Leake and Watts Head Start,2165 Randall Avenue,"Bronx, NY 10473",NYCEEC,17,Contact program,N/A,false,false,Contact program,N/A,,,,,,,,,2015-16 School Year,5.9,3,5.5,3,1.9,1,2014-15 School Year,2.7,1,2.8,1,1.8,1,2.7,1,2.8,3,3.5,3,1.7,1,N/A,
,10XARI,Lehman College Childcare Center,250 Bedford Park Boulevard WestÃ‚Â,"Bronx, NY 10468",NYCEEC,18,1899-12-31T09:30:00.000,Full day,true,true,Lunch/Snack(s),Please contact site for more information,,,100%,100%,95%,98%,18,100%,2015-16 School Year,5.3,3,4.8,2,3.4,3,2014-15 School Year,5.5,4,7,4,6.2,4,5.8,4,2.8,3,5.1,4,6.7,4,N/A,
,11XARJ,Santa Maria School,1651 Zerega Avenue,"Bronx, NY 10462",NYCEEC,193,7:45 a.m,Full day,true,true,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,99%,93%,99%,33,21%,2015-16 School Year,6.2,4,6.1,4,2.9,2,2014-15 School Year,3.8,3,5,4,5.2,4,4,3,1.5,2,3.6,3,4.5,3,N/A,
,09XARK,Sacred Heart Head Start,95 West 168th Street,"Bronx, NY 10452",NYCEEC,52,8:00 a.m,Both half day and full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,98%,96%,91%,98%,23,50%,2015-16 School Year,6.6,4,6.3,4,3.7,3,2014-15 School Year,3.4,3,3.8,3,4.2,3,4.4,3,2,2,3.1,2,2.3,1,N/A,
,08XARM,Trabajamos Community Head Start,940 East 156th Street,"Bronx, NY 10455",NYCEEC,12,Contact program,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,,,,,,,2014-15 School Year,6.2,4,6.3,4,4,3,2016-17 School Year,4.2,3,5.5,4,5.8,4,4.8,3,3.2,3,3.8,3,1.7,1,N/A,
,09XARN,Trabajamos Community Head Start,1905 Morris Avenue,"Bronx, NY 10453",NYCEEC,29,Contact program,N/A,false,false,Breakfast/Lunch/Snack(s),N/A,,,,,100%,,5,20%,2015-16 School Year,6.0,4,5.3,3,2.7,2,2014-15 School Year,3.3,2,3.3,2,3,2,4.3,3,2.2,2,3.5,3,2.7,1,N/A,
,08XARP,Just 4 Kids Monsignor Scanlan,955 Hutchinson River Parkway,"Bronx, NY 10465",NYCEEC,18,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,100%,82%,88%,95%,12,71%,2015-16 School Year,6.4,4,6.1,4,2.3,2,2014-15 School Year,4.1,3,4.5,3,5,4,5,4,3.2,3,3.6,3,3.3,2,N/A,
,11XARQ,Learning Ladder Day Care Center,100 Aldrich Street,"Bronx, NY 10475",NYCEEC,50,1899-12-31T08:30:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,95%,97%,94%,92%,20,43%,2015-16 School Year,6.6,4,6.3,4,3.7,3,2014-15 School Year,4.6,3,6,4,5.4,4,5.4,4,2.2,2,4.3,3,4.3,3,N/A,
,08XARR,"Kiderific Nursery School, Inc.",1621 Pilgrim Avenue,"Bronx, NY 10461",NYCEEC,26,1899-12-31T08:45:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,91%,87%,90%,93%,16,67%,2016-17 School Year,7.0,4,6.9,4,4.1,3,2014-15 School Year,5,4,6.5,4,6.2,4,5.8,4,2.8,3,4.4,3,4,3,N/A,
,09XARS,3467 Ready Set Learn,3467 Third Avenue,"Bronx, NY 10456",NYCEEC,68,1899-12-31T09:00:00.000,Full day,true,true,Contact program directly for details,Please contact site for more information,,,99%,98%,97%,99%,53,87%,2014-15 School Year,6.2,4,6.2,4,2,2,2015-16 School Year,4,3,4.8,3,6.2,4,4.1,3,2.5,3,3.5,3,3.3,2,N/A,
,10XARV,Bronx Day Care Center Inc.,559 East Tremont Avenue,"Bronx, NY 10457",NYCEEC,16,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,,100%,80%,87%,92%,5,31%,2016-17 School Year,6.1,4,5.9,3,3,2,2015-16 School Year,4.5,3,5.5,4,5.4,4,5.1,4,2.5,3,4,3,4.5,3,N/A,
,10XASA,Saint Dominic’s TORCH,2195 Valentine Avenue,"Bronx, NY 10457",NYCEEC,61,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,,,94%,92%,94%,97%,30,55%,2016-17 School Year,6.7,4,6.8,4,2.4,2,2014-15 School Year,4.1,3,5,4,5.8,4,4.7,3,2.7,3,3.5,3,2.7,1,N/A,
,09XASB,New Covenant Christian School,1179 Boston Road,"Bronx, NY 10456",NYCEEC,18,1899-12-31T08:30:00.000,Full day,true,true,Contact program directly for details,Please contact site for more information,,,97%,95%,90%,92%,11,61%,2016-17 School Year,6.7,4,6.8,4,4,3,2015-16 School Year,4.5,3,6.3,4,6,4,5.6,4,2.2,2,3.9,3,2.7,1,N/A,
,08XASC,Seabury Child Care Center,575 Soundview Avenue,"Bronx, NY 10473",NYCEEC,27,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,5.5,3,5.7,3,1.8,1,2015-16 School Year,3.4,3,4.3,3,4.2,3,3,2,3,3,3.8,3,1.7,1,N/A,
,09XASE,Fort George Universal Pre-K,489 St. Paul's Place,"Bronx, NY 10456",NYCEEC,17,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.6,4,6.2,4,2.9,2,2014-15 School Year,4.3,3,5,4,4.2,3,5.2,4,3,3,4.6,3,2.7,1,N/A,
,10XASH,Tolentine Zeiser Community Life Center,2340 Andrews Avenue,"Bronx, NY 10468",NYCEEC,111,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor,,,95%,91%,88%,95%,26,24%,2016-17 School Year,6.6,4,6.3,4,1.7,1,2014-15 School Year,3.9,3,5.5,4,5.2,4,4.2,3,2.2,2,3.4,3,3.3,2,N/A,
,10XASN,Lion of Judah Christian Academy (LOJCA),2336 Andrews Avenue,"Bronx, NY 10468",NYCEEC,12,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,100%,99%,100%,11,92%,2016-17 School Year,6.9,4,6.8,4,3.5,3,2015-16 School Year,3.5,3,4.5,3,4.6,3,3.8,3,1.7,2,3.1,2,3.7,3,N/A,
,11XASO,Mind-Builders Creative Arts Center,3415 Olinville Avenue,"Bronx, NY 10467",NYCEEC,18,1899-12-31T08:30:00.000,Full day,false,false,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,99%,100%,7,41%,2016-17 School Year,4.3,2,4.4,2,2.3,2,2015-16 School Year,4,3,7,4,4.6,3,3.9,3,2.7,3,4.3,3,1.3,1,N/A,
,08XAST,Ciditty Kiddie PRE-k,1700 Seward Avenue,"Bronx, NY 10473",NYCEEC,36,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,7.0,4,6.6,4,3.2,2,2015-16 School Year,5.1,4,7,4,6,4,6.3,4,2.7,3,4.3,3,4.3,3,N/A,
,10XASV,"Bright Star Day Care at Rochambeau, Inc.",3130 Rochambeau Avenue,"Bronx, NY 10467",NYCEEC,52,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Please contact site for more information,,,96%,94%,92%,96%,39,80%,2016-17 School Year,6.5,4,6.3,4,3.2,2,2015-16 School Year,3.6,3,4,3,3,2,4,3,2.3,3,3.8,3,4.3,3,N/A,
,11XASX,St. Barnabas School,413 East 241 Street,"Bronx, NY 10470",NYCEEC,91,N/A,Full day,true,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,93%,92%,85%,94%,27,30%,2016-17 School Year,6.8,4,6.7,4,2.5,2,2015-16 School Year,5.1,4,6,4,6,4,6,4,2.8,3,4.9,3,5,4,N/A,
,11XASY,Holy Rosary Early Childhood at St. Mary Star of the Sea,580 Minnieford Avenue,"Bronx, NY 10464",NYCEEC,14,1899-12-31T07:45:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Please contact site for more information,,,,,,,,,2016-17 School Year,6.9,4,6.8,4,3.3,3,2015-16 School Year,4.4,3,6.5,4,4.4,3,5.1,4,2.3,3,4.8,3,2.5,1,N/A,
,09XATC,United Bronx Parents,1332 Fulton Avenue,"Bronx, NY 10456",NYCEEC,8,8:00 a.m,Full day,false,true,Contact program directly for details,Please contact site for more information,,,,,,,,,N/A,,,,,,,2016-17 School Year,3.7,3,5,4,4,3,4.3,3,2.3,3,2.9,1,3.8,3,N/A,
,10XATD,Bronx Community College Early Childhood Center,2010 Sedgwick,"Bronx, NY 10468",NYCEEC,22,8:30 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,99%,100%,18,90%,2015-16 School Year,6.9,4,7.0,4,5.8,4,2016-17 School Year,4.3,3,5,4,5.4,4,4.8,3,3.2,3,3.8,3,4,3,N/A,
,11XATE,Susan Wagner Day School,4102 White Plains Road,"Bronx, NY 10466",NYCEEC,145,1899-12-31T08:00:00.000,Both half day and full day,false,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,98%,96%,93%,97%,91,69%,N/A,,,,,,,2016-17 School Year,5,4,5.5,4,6.4,4,4.2,3,3,3,5.1,4,7,4,N/A,
,07XATI,Sunshine Day Care,416 Willis Avenue,"Bronx, NY 10454",NYCEEC,71,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,96%,94%,98%,67,96%,2016-17 School Year,6.8,4,6.7,4,3.8,3,2014-15 School Year,2.3,1,3,2,1.4,1,2.8,1,1.2,1,3.3,2,1.3,1,N/A,
,10XATN,Miss Francine Day School II,2169 Grand Concourse,"Bronx, NY 10453",NYCEEC,14,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,92%,95%,98%,9,64%,N/A,,,,,,,2016-17 School Year,5,4,6.3,4,6,4,5.8,4,2.7,3,4.9,3,3.7,3,N/A,
,07XATO,Saint Anselm School,685 Tinton Avenue,"Bronx, NY 10455",NYCEEC,86,N/A,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,99%,92%,90%,97%,34,43%,2016-17 School Year,5.6,3,5.2,3,2.4,2,2015-16 School Year,4.8,3,6.8,4,5.2,4,4.9,3,2.2,2,5.5,4,5,4,N/A,
,08XATX,Cheer and Grow Learning Academy Corp.,1926 Cross Bronx Expressway,"Bronx, NY 10472",NYCEEC,14,Contact program,Half day,false,false,Contact program directly for details,Please contact site for more information,,,100%,100%,100%,100%,5,36%,N/A,,,,,,,2016-17 School Year,3.9,3,4.5,3,3.2,2,4.7,3,3,3,3.8,3,3.5,3,N/A,
,10XAUP,St. Martin of Tours Head Start,695 East 182nd Street,"Bronx, NY 10457",NYCEEC,16,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,100%,98%,98%,100%,15,100%,2016-17 School Year,5.6,3,5.8,3,2.8,2,2015-16 School Year,4.2,3,5.3,4,5.8,4,5.2,4,2.7,3,3.1,2,3,2,N/A,
,09XAUZ,BronxWorks,1472 Montgomery Avenue,"Bronx, NY 10453",NYCEEC,35,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,96%,92%,97%,26,100%,2014-15 School Year,6.0,4,5.5,3,3.3,3,2016-17 School Year,4.6,3,6.3,4,6.4,4,4.4,3,3,3,4.5,3,4,3,N/A,
,10XAVD,Tender Tots Decatur,3322 Decatur Avenue,"Bronx, NY 10467",NYCEEC,48,N/A,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2014-15 School Year,5.8,3,6.3,4,3.2,2,2016-17 School Year,4.1,3,4.8,3,5.4,4,4.6,3,2.7,3,3.4,3,3.7,3,N/A,
