SiteID,Program Code,Name,Site_Address 1,City_State_Zip,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-off Available,LATE Pick-Up Available,Meals,Playspace,DualLanguage,Collaborative Teachers - Survey Percent Positive,Site_Supportive_Environment -Survey Percent Positive,Site_Effective_Leadership - Survey Percent Positive,Site Strong Family Ties - Survey Percent Positive,Site Trust - Survey Percent Positive,Survey - # of Guardian Responses,Survey -Guardian Response Rate,CLASS Most Recent AssessmentYear,CLASS_Emotional Support Score,CLASS_Emotional Support Rating,CLASS_Classroom Organization Score,CLASS Classrooom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent AssessmentYear,ECERS Oberservation Average Score,ECERS Observation Average Score,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space/Furnishings Score,ECERS Space/Furnishings Rating,ECERS Program Structure Score,Ecers Program Structure Rating,Quality Review - Dates_of_Review,Quality Review - How well do teachers work with each other
QASI,29QASI,"Early Sunrise Preschool and Kindergarten, Inc.",187-10 Hillside Avenue,"Queens, NY 11432",NYCEEC,25,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,1,0.92,1,7,32,2016-17 School Year,6.9,4,6.5,4,3.2,2,2015-16 School Year,4.5,3,6,4,5.6,4,4,3,3.3,3,4.3,3,5.7,4,,
QAVU,29QAVU,"St. Albans Montessori Day Care Center, Inc.",118-49 Montauk Street,"SAINT ALBANS, NY 11412",NYCEEC,57,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,1,0.94,0.9,1,9,16,2015-16 School Year,6.5,4,6.4,4,1.8,1,2017-18 School Year,3.9,3,4.3,3,4,3,4.9,3,2,2,4.1,3,2.7,1,,
QAWX,29QAWX,APPLE TREE NURSERY SCHOOL,8225 164 Street,"Queens, NY 11432",NYCEEC,9,12/31/1899 08:30:00 AM,Full day,No,No,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.94,1,5,56,2016-17 School Year,6.9,4,7,4,3.3,3,2017-18 School Year,4.5,3,5,4,5.2,4,5.4,4,2.8,3,3.9,3,4.3,3,,
QAXC,29QAXC,All My Children Day Care (Mayfield),17544 Mayfield Road,"Queens, NY 11432",NYCEEC,35,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,0.92,1,0.71,0.88,6,18,2017-18 School Year,6.7,4,6.6,4,3.2,2,2015-16 School Year,4.2,3,5.5,4,5.2,4,4.8,3,2.7,3,3,2,5,4,,
QAXD,29QAXD,"Blanche Community Progress Day Care Center, Inc.",109-60 202 Street,"Queens, NY 11412",NYCEEC,43,12/31/1899 09:00:00 AM,Full day,Yes,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.97,0.97,0.96,7,17,2017-18 School Year,6.4,4,5.7,3,2.2,2,2016-17 School Year,4.1,3,4.8,3,3.6,3,5,4,2.7,3,4.4,3,3,2,,
QAXF,29QAXF,Committee for Early Childhood Development,193-04 Jamaica Avenue,"Queens, NY 11423",NYCEEC,64,12/31/1899 08:15:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.93,0.92,0.94,0.93,55,87,2015-16 School Year,6.7,4,6.7,4,2.3,2,2016-17 School Year,3.5,3,4.3,3,3.8,3,4.2,3,3,3,3.3,2,1.7,1,,
QAXK,29QAXK,Kids Circle Daycare,164-04 Goethals Avenue,"Queens, NY 11432",NYCEEC,13,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,1,0.99,1,10,77,2017-18 School Year,6.8,4,6.4,4,2.8,2,2016-17 School Year,5.1,4,5.5,4,6,4,6.5,4,3.2,3,3.8,3,6.3,4,,
QAXL,29QAXL,LAURELTON DAY CARE,14119 224 Street,"Queens, NY 11413",NYCEEC,45,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Lunch/Snack(s),Outdoor (onsite) playspace,,,0.98,0.95,0.95,0.97,21,49,2015-16 School Year,6.8,4,6.4,4,2.4,2,2017-18 School Year,3.8,3,4.3,3,5.2,4,4,3,3.2,3,3.3,2,3,2,,
QAXN,29QAXN,Montessori Progressive,19503 Linden Boulevard,"Queens, NY 11412",NYCEEC,68,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.57,0.8,0.69,7,11,2017-18 School Year,6.9,4,6.5,4,3.4,3,2016-17 School Year,4.3,3,6.3,4,6.8,4,4.4,3,2.7,3,3,2,3.7,3,,
QAXQ,29QAXQ,OUR SAVIOUR LUTHERAN,90-04 175 Street,"Queens, NY 11432",NYCEEC,45,12/31/1899 08:10:00 AM,Full day,Contact Program,Contact Program,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.98,0.94,1,21,50,2017-18 School Year,6.4,4,6.4,4,3.3,3,2015-16 School Year,4.3,3,6.3,4,5.6,4,4.3,3,3,3,3.1,2,5.7,4,,
QAXV,29QAXV,REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,9210 217 Street,"Queens, NY 11428",NYCEEC,51,12/31/1899 08:15:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,1,0.98,0.94,0.98,21,44,2017-18 School Year,6.6,4,6.6,4,3.6,3,2017-18 School Year,3.9,3,5,4,6.2,4,4.2,3,2.5,3,2.8,1,4,3,,
QAYB,29QAYB,Charles R Drew ELC 1,10945 207 Street,"Queens, NY 11429",NYCEEC,35,12/31/1899 08:30:00 AM,Full day,Contact Program,Yes,N/A,Please contact site for more information,,,1,1,0.99,1,8,27,2017-18 School Year,6.8,4,6.7,4,3.3,3,2015-16 School Year,4.1,3,4.8,3,4.4,3,4.8,3,3,3,3.6,3,4,3,,
QAYE,29QAYE,Quick Start Day Care Center,118-46 Riverton Street,"Queens, NY 11412",NYCEEC,46,12/31/1899 08:30:00 AM,Full day,Yes,Yes,N/A,Indoor/Outdoor (onsite) playspace,,,1,0.91,0.92,0.95,11,28,2015-16 School Year,6.4,4,6.8,4,2.3,2,2017-18 School Year,4.8,3,6.3,4,6.4,4,5,4,3.2,3,3.8,3,5.5,4,,
QBAB,29QBAB,"Mona Prep Day Care, Inc.",24115 North Conduit Avenue,"Queens, NY 11422",NYCEEC,49,12/31/1899 08:30:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,1,0.92,0.93,0.94,34,76,2017-18 School Year,6.5,4,6.5,4,3.5,3,2016-17 School Year,5,4,6.3,4,6.4,4,6,4,3,3,4.1,3,3.7,3,,
QBAC,29QBAC,Cambria Center for the Gifted Child,233-10 Linden Boulevard,"Queens, NY 11411",NYCEEC,50,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,0.89,0.86,0.9,0.83,9,20,2015-16 School Year,6,4,6.1,4,2.5,2,2017-18 School Year,4.1,3,4.8,3,4,3,4.8,3,2.7,3,4.4,3,3,2,,
QBBE,29QBBE,Our Kids Place Country Day,137-25 Brookville Boulevard,"Queens, NY 11422",NYCEEC,56,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (offsite) playspace,,,1,0.98,0.96,1,12,22,2017-18 School Year,6.6,4,6.2,4,3,2,2017-18 School Year,4,3,4.8,3,4.6,3,4.5,3,3.2,3,3.8,3,2.7,1,,
QBBP,29QBBP,The Laugh and Learn Place,228-23 Merrick Boulevard,"Queens, NY 11413",NYCEEC,34,12/31/1899 08:20:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Outdoor (onsite) playspace,,,1,0.96,0.84,0.76,6,19,2016-17 School Year,6.4,4,6.3,4,3.1,2,2015-16 School Year,5,4,6.3,4,6.2,4,4.6,3,4.5,4,4.5,3,5.3,4,,
QBBU,29QBBU,"Nurturing Center, Inc.",112-18 Springfield Boulevard,"Queens, NY 11429",NYCEEC,51,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.87,0.97,0.91,11,22,2016-17 School Year,6.8,4,6.8,4,3,2,2017-18 School Year,3.9,3,4.5,3,3.8,3,5.4,4,2,2,3.6,3,3.3,2,,
QBCQ,29QBCQ,HAUP UPK PROGRAM,197-25 Hillside Avenue,"HOLLIS, NY 11423",NYCEEC,18,12/31/1899 07:45:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,1,1,0.92,1,9,56,2017-18 School Year,6.6,4,6.5,4,2.6,2,2015-16 School Year,4.7,3,5.3,4,4.8,3,5.8,4,2.8,3,4,3,6,4,,
QBEZ,29QBEZ,Little People Day Care of NY,216-02 137 Avenue,"Springfield Gardens, NY 11413",NYCEEC,10,12/31/1899 08:30:00 AM,Half day,Yes,Yes,Lunch/Snack(s),Please contact site for more information,,,,,,,,,N/A,,,,,,,2017-18 School Year,4.3,3,4.3,3,5.6,4,4.7,3,2.6,3,3.6,3,4.8,3,,
QBGJ,29QBGJ,Committee For Early Childhood Development DCC,193-25 Jamaica Avenue,"Queens, NY 11423",NYCEEC,37,12/31/1899 08:15:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,0.99,1,0.98,1,33,92,2017-18 School Year,6.4,4,6.1,4,2.1,2,2016-17 School Year,3.7,3,5.3,4,2.4,1,4.7,3,3.3,3,3.6,3,1.7,1,,
QBII,29QBII,Academy of Excellence Bell Park 7,178-36 Wexford Terrace,"Queens, NY 11432",NYCEEC,94,12/31/1899 07:00:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.96,0.94,0.96,0.95,62,74,2015-16 School Year,6.6,4,6.6,4,2.3,2,2017-18 School Year,4.6,3,6.3,4,6.4,4,4.9,3,3.2,3,3.9,3,3.3,2,,
QBIX,29QBIX,"Sunshine Learning Center, Inc.",201 02-04 Linden Boulevard,"Queens, NY 11412",NYCEEC,35,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.7,4,6.9,4,2,2,2017-18 School Year,4.1,3,5.3,4,5.8,4,3.8,3,2.5,3,3.8,3,4.8,3,,
QBIY,29QBIY,Kidz World Early Childhood Center,217-21 Merrick Boulevard,"Queens, NY 11413",NYCEEC,30,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (offsite) playspace,,,1,1,1,1,24,80,2017-18 School Year,5.6,3,5.1,3,2.5,2,2017-18 School Year,4.1,3,5.5,4,6.2,4,4.6,3,2.7,3,3.1,2,2.3,1,,
QABL,30QABL,"Garden School, Inc.",3316 79 Street,"Queens, NY 11372",NYCEEC,61,12/31/1899 08:20:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.97,0.96,0.99,37,66,2017-18 School Year,7,4,6.9,4,2.7,2,2015-16 School Year,4.7,3,5.3,4,5.6,4,5.7,4,2.3,3,4.1,3,5.3,4,,
QACC,30QACC,Immaculate Conception School,21-63 29 Street,"Queens, NY 11105",NYCEEC,72,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Please contact site for more information,,,0.93,0.92,0.9,0.94,44,66,2017-18 School Year,6.7,4,6.6,4,2.6,2,2015-16 School Year,4.8,3,6.3,4,5.8,4,4.9,3,2,2,4.4,3,7,4,,
QAEG,30QAEG,GRACE LUTHERAN SCHOOL,3120 21 Avenue,"Queens, NY 11105",NYCEEC,36,12/31/1899 08:10:00 AM,Full day,Yes,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.97,0.94,0.97,17,49,2017-18 School Year,6.8,4,6.6,4,2.3,2,2016-17 School Year,5.1,4,6.3,4,6.4,4,6.2,4,2.5,3,5,4,3.7,3,,
QAEK,30QAEK,Razi School,55-11 QUEENS BOULEVARD,"Woodside, NY 11377",NYCEEC,13,12/31/1899 08:00:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.9,0.9,0.93,0.9,10,83,2017-18 School Year,6.6,4,6.5,4,2.2,2,2016-17 School Year,4.8,3,5.5,4,6.4,4,5.3,4,2.8,3,4.4,3,4.3,3,,
QAGP,30QAGP,St. Sebastian School,39-76 58 Street,"WOODSIDE, NY 11377",NYCEEC,69,12/31/1899 07:50:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,0.99,0.96,0.87,0.96,42,64,2017-18 School Year,6.7,4,6.4,4,2.8,2,2015-16 School Year,5,4,6,4,6.2,4,4.5,3,4,4,4.3,3,6.3,4,,
QAKM,30QAKM,Mi Nuevo Mundo (31-05 51st Street),31-05 51 Street,"WOODSIDE, NY 11377",NYCEEC,40,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Please contact site for more information,,,1,0.97,0.94,1,11,29,2016-17 School Year,6.6,4,6.7,4,2.9,2,2015-16 School Year,6.2,4,7,4,7,4,6.7,4,6,4,5.6,4,3.7,3,,
QALQ,30QALQ,ElBer Islamic School,25-42 49 Street,"Queens, NY 11103",NYCEEC,11,12/31/1899 08:20:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,,1,1,0.98,1,7,64,2017-18 School Year,6.9,4,6.9,4,1.8,1,2015-16 School Year,4.6,3,6,4,5.2,4,6.2,4,1.8,2,4.4,3,2.7,1,,
QAMB,30QAMB,Jackson Heights Learning Center Annex,7910 34 Avenue,"Queens, NY 11372",NYCEEC,17,12/31/1899 08:40:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (offsite) playspace,,,1,0.88,0.81,0.91,9,53,2017-18 School Year,7,4,7,4,2.9,2,2015-16 School Year,5.2,4,6.8,4,5.8,4,5.8,4,3,3,4.4,3,7,4,,
QAMK,30QAMK,Lolly's Early Childhood Center,5-44 47 Avenue,"Long Island City, NY 11101",NYCEEC,17,12/31/1899 09:00:00 AM,Both half day and full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,1,0.6,0.95,0.91,5,33,2016-17 School Year,6.8,4,6.7,4,3.3,3,2015-16 School Year,5.3,4,7,4,5.4,4,6,4,2.8,3,4.8,3,6.3,4,,
QAMS,30QAMS,Kid Krazy,2519 27 Street,"Queens, NY 11102",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,No,Yes,Lunch / Snack(s),Outdoor (onsite) playspace,,,0.93,0.89,0.95,0.93,14,82,2017-18 School Year,7,4,6.8,4,2.8,2,2015-16 School Year,5.4,4,5.3,4,7,4,4.6,3,6.5,4,4.3,3,7,4,,
QAMV,30QAMV,SCO Family of Services Jerome Hardeman ECE,29-49 Gillmore Street,"Queens, NY 11369",NYCEEC,63,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,1,1,1,61,100,2017-18 School Year,6.5,4,6.1,4,2.9,2,2016-17 School Year,4.4,3,5.3,4,5.6,4,5.6,4,2.7,3,3.6,3,3.7,3,,
QANT,30QANT,Child Center of NY 1,60-02 Roosevelt Avenue,"Queens, NY 11377",NYCEEC,37,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,,1,1,0.95,0.99,23,64,2017-18 School Year,7,4,6.9,4,3,2,2016-17 School Year,4.4,3,5.5,4,5.4,4,4.8,3,3,3,4.1,3,3.8,3,,
QARE,30QARE,PAL Woodside Early Learn Center,5037 Broadway,"Queens, NY 11377",NYCEEC,22,12/31/1899 09:00:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,0.97,0.94,0.93,0.94,17,81,2017-18 School Year,6.8,4,6.8,4,2.8,2,2016-17 School Year,5.1,4,5.5,4,4.8,3,5.5,4,4,4,4.5,3,6.8,4,,
QASR,30QASR,"A CHILD'S PLACE TOO, INC.",100-10 Astoria Boulevard,"EAST ELMHURST, NY 11369",NYCEEC,53,12/31/1899 09:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.9,0.95,0.9,0.99,11,22,2015-16 School Year,6.8,4,6.8,4,3.8,3,2017-18 School Year,4.9,3,5,4,6,4,5.3,4,3.5,3,4.5,3,5.3,4,,
QATD,30QATD,Little Friends School Sunnyside,43-42 47 Street,"SUNNYSIDE, NY 11104",NYCEEC,49,12/31/1899 08:40:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Outdoor (onsite) playspace,,,1,0.9,0.94,0.97,24,52,2017-18 School Year,7,4,6.8,4,4.1,3,2016-17 School Year,5.3,4,6.3,4,5.2,4,6.6,4,3,3,5,4,5.5,4,,
QATO,30QATO,Long Island City YMCA,3223 Queens Boulevard,"Queens, NY 11101",NYCEEC,40,12/31/1899 08:50:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.99,1,14,35,2016-17 School Year,6.9,4,6.9,4,2.7,2,2015-16 School Year,4,3,6,4,4.8,3,4.5,3,2.5,3,3.3,2,3.7,3,,
QAYG,30QAYG,All Children's Child Care (31st Avenue),32-04 31 Avenue,"Queens, NY 11106",NYCEEC,14,12/31/1899 08:45:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,,,,,,,2016-17 School Year,6.9,4,7,4,2.9,2,2015-16 School Year,4,3,5.3,4,4.6,3,4.3,3,2.7,3,3.8,3,4,3,,
QAYH,30QAYH,All Children's Child Care (24th Street),3501 24 Street,"Queens, NY 11106",NYCEEC,17,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,0.96,0.87,0.85,0.93,14,82,2017-18 School Year,6.6,4,6.7,4,1.8,1,2016-17 School Year,5,4,6.3,4,6,4,5.6,4,4.8,4,3.8,3,3.8,3,,
QAYJ,30QAYJ,Brite Adventure Center (58th Street),4131 58 Street,"Queens, NY 11377",NYCEEC,24,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,1,0.94,0.96,0.98,19,95,2017-18 School Year,6.8,4,6.7,4,2,2,2015-16 School Year,5.8,4,6.3,4,7,4,6.3,4,6.5,4,4.4,3,4.3,3,,
QAYK,30QAYK,Christ Evangelical Lutheran Church,33-57 58 Street,"Queens, NY 11377",NYCEEC,15,12/31/1899 08:30:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor,,,1,1,0.96,1,12,80,2017-18 School Year,6.6,4,6.3,4,2.1,2,2015-16 School Year,5.4,4,5.8,4,6.6,4,6.3,4,3.2,3,5.4,4,4.3,3,,
QAYL,30QAYL,82nd Street Academics,8110 35th Avenue,"Queens, NY 11372",NYCEEC,129,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.95,0.87,0.87,0.93,44,35,2015-16 School Year,6.4,4,6.2,4,2.6,2,2017-18 School Year,4.5,3,5.5,4,6,4,4.4,3,2.7,3,3.5,3,6.3,4,,
QAYN,30QAYN,Jackson Children's Services,31-36 88 Street,"East Elmhurst, NY 11369",NYCEEC,49,12/31/1899 08:00:00 AM,Both half day and full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.92,0.99,22,55,2017-18 School Year,6.5,4,6.4,4,2.9,2,2015-16 School Year,5.1,4,6.8,4,5.2,4,5.1,4,4.2,4,4.9,3,5,4,,
QAYP,30QAYP,Kid Krazy at 21st Avenue,2125 21 Avenue,"Queens, NY 11105",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,No,Yes,Lunch / Snack(s),Outdoor (offsite) playspace,,,0.92,0.94,0.92,0.92,13,72,2015-16 School Year,6.6,4,6.3,4,3.2,2,2017-18 School Year,5.2,4,6.3,4,6.4,4,6,4,3.2,3,5,4,3.3,2,,
QAYT,30QAYT,QUEENSVIEW NURSERY SCHOOL & KINDERGARTEN,2136 33 Road,"Queens, NY 11106",NYCEEC,16,12/31/1899 09:10:00 AM,Full day,Yes,No,Please contact program directly for details,Outdoor (onsite) playspace,,,1,1,0.97,0.99,12,75,2015-16 School Year,6.6,4,6.8,4,3.8,3,2017-18 School Year,4.7,3,5.5,4,5.8,4,5.2,4,2.3,3,4.4,3,6,4,,
QAYU,30QAYU,RAINBOWLAND NURSERY SCHOOL,3960 54 Street,"Queens, NY 11377",NYCEEC,36,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch,Outdoor (onsite) playspace,,,1,0.95,0.96,0.98,34,94,2016-17 School Year,6.8,4,6.7,4,2.7,2,2015-16 School Year,4.3,3,4,3,6.4,4,4.6,3,2.7,3,3.4,3,5.7,4,,
QAYW,30QAYW,Saint Francis of Assisi School,2118 46 Street,"ASTORIA, NY 11105",NYCEEC,54,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,1,0.97,0.97,0.98,32,63,2016-17 School Year,6.6,4,6.3,4,3,2,2015-16 School Year,4.3,3,5,4,3.4,3,5.1,4,2.5,3,4.1,3,5.7,4,,
QAYX,30QAYX,Saint Joseph School,28-46 44 Street,"Queens, NY 11103",NYCEEC,88,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,1,0.92,0.94,0.98,28,32,2015-16 School Year,6.8,4,6.6,4,2.7,2,2016-17 School Year,4.9,3,6.3,4,5.4,4,5.1,4,3.3,3,5,4,4.8,3,,
QAYZ,30QAYZ,Atonement Preschool,3061 87 Street,"Queens, NY 11369",NYCEEC,27,12/31/1899 08:15:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,1,0.92,1,9,33,2017-18 School Year,6.8,4,6.5,4,2.5,2,2017-18 School Year,4,3,4.3,3,4.2,3,4.9,3,3.2,3,3.4,3,4,3,,
QAZC,30QAZC,PAL Western Queens,10-26 41 Avenue,"LONG ISLAND CITY, NY 11101",NYCEEC,24,12/31/1899 08:15:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,0.89,0.91,0.91,0.94,22,92,2015-16 School Year,6.3,4,6.5,4,2.3,2,2016-17 School Year,4.2,3,5.3,4,4.2,3,5,4,2.8,3,4.3,3,3.5,3,,
QBBL,30QBBL,"ABC Kiddieland, Inc.",65-21A Roosevelt Avenue,"Queens, NY 11377",NYCEEC,46,12/31/1899 08:00:00 AM,Both half day and full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,0.98,0.95,0.99,24,53,2017-18 School Year,6.8,4,6.8,4,2.4,2,2017-18 School Year,4.8,3,5.5,4,5,4,6,4,2.7,3,3.5,3,6.3,4,,
QBBM,30QBBM,Mushroom House Day Care LLC,38-00 Ditmars Boulevard,"ASTORIA, NY 11105",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (offsite) playspace,,,1,0.78,0.91,0.93,8,44,2015-16 School Year,6.9,4,6.5,4,3.3,3,2017-18 School Year,4.9,3,5.3,4,5.4,4,5.3,4,3.7,3,4.9,3,5,4,,
QBCP,30QBCP,Holy Land ECC,45-08 Skillman Avenue,"Sunnyside, NY 11104",NYCEEC,12,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Outdoor (offsite) playspace,,,0.93,0.94,0.82,1,7,64,2017-18 School Year,6.2,4,6.2,4,1.9,1,2016-17 School Year,4,3,4.8,3,4.4,3,5,4,2.7,3,4.1,3,1.7,1,,
QBDC,30QBDC,SCO Corona Early Childhood Education Center,33-27 97 Street,"CORONA, NY 11368",NYCEEC,53,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Please contact site for more information,,,1,0.97,0.94,0.98,46,94,2017-18 School Year,6.9,4,6.9,4,2.2,2,2015-16 School Year,3.6,3,4,3,4.2,3,4.8,3,2.3,3,3.6,3,1.3,1,,
QBDD,30QBDD,Hellenic Orthodox Community of Astoria St. Demetrios,30-11 30 Drive,"ASTORIA, NY 11102",NYCEEC,49,12/31/1899 08:30:00 AM,Full day,Yes,No,Breakfast / Lunch,Please contact site for more information,,,1,0.97,0.98,0.99,25,53,2016-17 School Year,6.5,4,6.3,4,4.1,3,2017-18 School Year,5.4,4,5.3,4,6.2,4,6,4,3.7,3,6,4,3.7,3,,
QBGO,30QBGO,Sunnyside Up,43-31 39 Street,"Queens, NY 11104",NYCEEC,30,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Outdoor (offsite) playspace,,,1,0.86,0.89,1,19,68,2017-18 School Year,6.6,4,6.5,4,2.7,2,2016-17 School Year,4.8,3,6.3,4,6,4,6,4,4,4,3.4,3,1.7,1,,
QBGR,30QBGR,Mi Nuevo Mundo,5102 31 Avenue,"Queens, NY 11377",NYCEEC,33,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,,1,1,0.96,1,11,37,2017-18 School Year,7,4,6.9,4,2.9,2,2016-17 School Year,4.6,3,6,4,6,4,4.2,3,3,3,5,4,3.3,2,,
QBHL,30QBHL,My Little Footprints Daycare Corp.,28-34 38 Street,"Queens, NY 11103",NYCEEC,12,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.9,4,6.8,4,2.8,2,2017-18 School Year,5.3,4,5.5,4,6,4,6.5,4,4.3,4,4.8,3,3.7,3,,
QBHR,30QBHR,Kathy's Day Care,34-47 88 Street,"Queens, NY 11372",NYCEEC,10,12/31/1899 09:00:00 AM,Full day,Contact Program,Contact Program,N/A,Outdoor (onsite) playspace,,,1,0.8,0.87,0.86,5,56,2016-17 School Year,6.3,4,6.3,4,3,2,2017-18 School Year,4.9,3,6,4,6.4,4,4.5,3,4.7,4,3.8,3,5.7,4,,
QBHW,30QBHW,Ravenswood,35-32 21 Street,"Queens, NY 11106",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,No,Yes,Lunch / Snack(s),Outdoor (offsite) playspace,,,0.96,0.98,0.91,0.98,12,67,2016-17 School Year,6,4,5.8,3,2.8,2,2015-16 School Year,4.6,3,5.3,4,6,4,5.5,4,2.8,3,4.1,3,3.3,2,,
QBHX,30QBHX,Adventureland Child Care,32-04 31st Avenue,"Queens, NY 11106",NYCEEC,18,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.9,0.85,1,5,29,2016-17 School Year,6.9,4,6.4,4,3.1,2,2017-18 School Year,4.4,3,5,4,6,4,4.8,3,3.5,3,4,3,2.7,1,,
